Year,Title,Authors,Link
1986,Software Developments for the 4X Real-time System,"Favreau, E.; Fingerhut, M.; Koechlin, O.; Potacsek, P.; Puckette, M.; Rowe, R.",https://quod.lib.umich.edu/i/icmc/bbp2372.1986.074/1
1986,Designing a Computer Music Workstation from Musical Imperatives,"Loy, D. Gareth",https://quod.lib.umich.edu/i/icmc/bbp2372.1986.075/1
1986,Applications for an Integrated Computer Music Workstation,"Moore, F. Richard",https://quod.lib.umich.edu/i/icmc/bbp2372.1986.076/1
1986,Musical Production and Related Issues at CARL,"Reynolds, Roger",https://quod.lib.umich.edu/i/icmc/bbp2372.1986.077/1
1986,Deriving Psychophysical Relations for Timbre,"Freed, Daniel J.; Martens, William L.",https://quod.lib.umich.edu/i/icmc/bbp2372.1986.078/1
1986,Imaging Sonic Structure,"Cogan, Robert",https://quod.lib.umich.edu/i/icmc/bbp2372.1986.079/1
1986,ArcoNet: A Proposal for a Standard Network for Communication and Control in Real-Time Performance,"Allik, Kristi; Dunne, Shane; Mulder, Robert",https://quod.lib.umich.edu/i/icmc/bbp2372.1986.080/1
1986,Real-Time Gestural Control,"Starkier, Michel; Prevot, Philippe",https://quod.lib.umich.edu/i/icmc/bbp2372.1986.081/1
1986,The APS 1000 Series of Digital Audio Processors,"Zander, Helmut",https://quod.lib.umich.edu/i/icmc/bbp2372.1986.082/1
1986,Current Work at CCRMA: An Overview,"Chafe, Chris; Smith, Julius; Wood, Patte",https://quod.lib.umich.edu/i/icmc/bbp2372.1986.083/1
1986,Musical Aspects of Fractal Geometry,"Degazio, Bruno",https://quod.lib.umich.edu/i/icmc/bbp2372.1986.084/1
1986,The Need for Essential Improvements in the Machine-Composer Interface Used for the Composition of Electroacoustic Computer Music,"Oppenheim, D. V.",https://quod.lib.umich.edu/i/icmc/bbp2372.1986.085/1
1986,An Expert System for Harmonizing Four-Part Chorales,"Ebcioglu, Kemal",https://quod.lib.umich.edu/i/icmc/bbp2372.1986.086/1
1986,TELETAU: A Computer Music Permanent Service,"Nencini, G.; Grossi, P.; Bertini, G.; Camilleri, C.; Tarabella, L.",https://quod.lib.umich.edu/i/icmc/bbp2372.1986.087/1
1986,Score Generation with L-Systems,"Prusinkiewicz, Przemyslaw",https://quod.lib.umich.edu/i/icmc/bbp2372.1986.088/1
1986,A System for the Complete Enharmonic Encoding of Musical Pitches and Intervals,"Clements, Peter J.",https://quod.lib.umich.edu/i/icmc/bbp2372.1986.089/1
1986,The Oculus Ranae,"Collinge, Douglas J.; Parkinson, Stephen M.",https://quod.lib.umich.edu/i/icmc/bbp2372.1986.090/1
1986,Self-Proliferating Musical Objects,"Longton, Michael",https://quod.lib.umich.edu/i/icmc/bbp2372.1986.091/1
1986,Phenomenology of Musical Communication,"Tedde, Giorgio",https://quod.lib.umich.edu/i/icmc/bbp2372.1986.092/1
1986,Computer Music: The State of the Nation,"Bernardini, Nicola",https://quod.lib.umich.edu/i/icmc/bbp2372.1986.093/1
1986,The Organization of Microtonal Sets in Computer Music,"Ciardi, Fabio Cifariello",https://quod.lib.umich.edu/i/icmc/bbp2372.1986.094/1
1986,Musician - A Music Processing and Synthesis System,"Ban, A.; Makowsky, J.A.",https://quod.lib.umich.edu/i/icmc/bbp2372.1986.095/1
1986,Learning the Craft of Musical Composition,"Steels, Luc",https://quod.lib.umich.edu/i/icmc/bbp2372.1986.096/1
1986,Random Access to the Time Domain in the AMPLE Language,"Jordan, Chris",https://quod.lib.umich.edu/i/icmc/bbp2372.1986.097/1
1987,Tutorial on Automated Composition,"Ames, Charles",https://quod.lib.umich.edu/i/icmc/bbp2372.1987.001/1
1987,Waveguide Filter Tutorial,"Smith III, Julius O.",https://quod.lib.umich.edu/i/icmc/bbp2372.1987.002/1
1987,Integration of Music and Graphics through Algorithmic Congruence,"Evans, Brian",https://quod.lib.umich.edu/i/icmc/bbp2372.1987.003/1
1987,Procedural Composition,"Greenberg, Gary",https://quod.lib.umich.edu/i/icmc/bbp2372.1987.004/1
1987,Composition Design System: A Functional Approach to Composition,"Hamel, Keith; Pennycook, Bruce; Ripley, Bill; Blevis, Eli",https://quod.lib.umich.edu/i/icmc/bbp2372.1987.005/1
1987,The P-G-G Environment for Music Composition,"Oppenheim, Daniel Vincent",https://quod.lib.umich.edu/i/icmc/bbp2372.1987.006/1
1987,Kyma: An Object-oriented Language for Music Composition,"Scaletti, Carla",https://quod.lib.umich.edu/i/icmc/bbp2372.1987.007/1
1987,Musical Production at IRCAM in 1986-87,"Barriere, Jean-Baptiste",https://quod.lib.umich.edu/i/icmc/bbp2372.1987.008/1
1987,The Development of a Computer Music Facility at The American University,"Harnden, Eric N.; Massaro, Ron; Gibian, Gary L.",https://quod.lib.umich.edu/i/icmc/bbp2372.1987.009/1
1987,The Missing Link,"Harris, Craig R.",https://quod.lib.umich.edu/i/icmc/bbp2372.1987.010/1
1987,"The Computer Music Studio at the University of California, Santa Barbara","Kuchera-Morin, JoAnn; Timis, Dan",https://quod.lib.umich.edu/i/icmc/bbp2372.1987.011/1
1987,Musical Information from a Narrowed Autocorrelation Function,"Brown, Judith C.; Puckette, Miller S.",https://quod.lib.umich.edu/i/icmc/bbp2372.1987.012/1
1987,Modeling Piano Sound using Waveguide Digital Filtering Techniques,"Garnett, Guy E.",https://quod.lib.umich.edu/i/icmc/bbp2372.1987.013/1
1987,Elthar - A Signal Processing Expert that Learns,"Garton, Brad",https://quod.lib.umich.edu/i/icmc/bbp2372.1987.014/1
1987,Javelina: An Environment for the Development of Software for Digital Signal Processing,"Hebel, Kurt J.",https://quod.lib.umich.edu/i/icmc/bbp2372.1987.015/1
1987,Control of Phrasing and Articulation in Synthesis,"Wessel, David; Bristow, David; Settel, Zack",https://quod.lib.umich.edu/i/icmc/bbp2372.1987.016/1
1987,On the Scheduling of Multiple Parallel Processors Executing Synchronously,"Loy, Gareth",https://quod.lib.umich.edu/i/icmc/bbp2372.1987.017/1
1987,Real Time Synthesis of Bowed String Timbres,"Robinson, Charlie Q.",https://quod.lib.umich.edu/i/icmc/bbp2372.1987.018/1
1987,General-purpose Hi-fidelity Affordable Real-time Computer Music System,"Snell, John M.",https://quod.lib.umich.edu/i/icmc/bbp2372.1987.019/1
1987,Real-Time Granulation of Sampled Sound with the DMX-1000,"Truax, Barry",https://quod.lib.umich.edu/i/icmc/bbp2372.1987.020/1
1987,The Composers' Desktop Project,"Atkins, Martin; Bentley, Andrew; Endrich, Tom; Fischman, Rajmil; Malham, David; Orton, Richard; Wishart, Trevor",https://quod.lib.umich.edu/i/icmc/bbp2372.1987.021/1
1987,"Le_Loup, an Object-Oriented Extension of Le_Lisp for an Integrated Computer Music Environment","Duthen, Jacques; Potard, Yves",https://quod.lib.umich.edu/i/icmc/bbp2372.1987.022/1
1987,A Sun-Mercury Music Workstation,"Eckel, Gerhard; Rodet, Xavier; Potard, Yves",https://quod.lib.umich.edu/i/icmc/bbp2372.1987.023/1
1987,A Smalltalk-80-based Music Toolkit,"Pope, Stephen Travis",https://quod.lib.umich.edu/i/icmc/bbp2372.1987.024/1
1987,Experiments in Music Intelligence (EMI),"Cope, David",https://quod.lib.umich.edu/i/icmc/bbp2372.1987.025/1
1987,New Cognitive Theories of Harmony Applied to Direct Manipulation Tools for Novices,"Holland, Simon",https://quod.lib.umich.edu/i/icmc/bbp2372.1987.026/1
1987,Connectionist Models of Musical Thinking,"Lischka, Christoph",https://quod.lib.umich.edu/i/icmc/bbp2372.1987.027/1
1987,Morphological Metrics: An Introduction to a Theory of Formal Distances,"Polansky, Larry",https://quod.lib.umich.edu/i/icmc/bbp2372.1987.028/1
1987,Modeling Processes of Musical Invention,"Austin, Larry; DeLisa, Eugene",https://quod.lib.umich.edu/i/icmc/bbp2372.1987.029/1
1987,"Instruments, Cybernetics, and Computer Music","Grossman, Gary",https://quod.lib.umich.edu/i/icmc/bbp2372.1987.030/1
1987,HMSL: Overview (Version 3.1) and Notes on Intelligent Instrument Design,"Polansky, Larry; Rosenboom, David; Burk, Phil",https://quod.lib.umich.edu/i/icmc/bbp2372.1987.031/1
1987,"Isomorphism, Computers, and the Multi-media Work","Zahler, Noel",https://quod.lib.umich.edu/i/icmc/bbp2372.1987.032/1
1987,Synthesizer Management Based on Note Priorities,"Anderson, David P.",https://quod.lib.umich.edu/i/icmc/bbp2372.1987.033/1
1987,MIDI Synthesizers in Performance: Realtime Dynamic Timbre Production,"Francois, Jean-Charles; Chabot, Xavier; Silber, John",https://quod.lib.umich.edu/i/icmc/bbp2372.1987.034/1
1987,Following an Improvisation in Real Time,"Dannenberg, Roger B.; Mont-Reynaud, Bernard",https://quod.lib.umich.edu/i/icmc/bbp2372.1987.035/1
1987,Audio Time Compansion for Studio and Performance Synchronization,"LoCascio, Marc",https://quod.lib.umich.edu/i/icmc/bbp2372.1987.036/1
1987,The Dysfunctions of MIDI,"Moore, F. Richard",https://quod.lib.umich.edu/i/icmc/bbp2372.1987.037/1
1987,Sound Synthesis by Physical Models: Application to Strings,"Adrien, Jean Marie; Causse, René; Rodet, Xavier",https://quod.lib.umich.edu/i/icmc/bbp2372.1987.038/1
1987,From Small Beginnings,"Kitching, L. K.",https://quod.lib.umich.edu/i/icmc/bbp2372.1987.039/1
1987,Principal Components Analysis and Resynthesis of Spectral Cues to Perceived Direction,"Martens, William L.",https://quod.lib.umich.edu/i/icmc/bbp2372.1987.040/1
1987,A Microcomputer-Based Analysis/Resynthesis Scheme for Processing Sampled Sounds using FM,"Payne, Russell G.",https://quod.lib.umich.edu/i/icmc/bbp2372.1987.041/1
1987,PARSHL: An Analysis/Synthesis Program for Non-Harmonic Sounds Based on a Sinusoidal Representation,"Smith, Julius O.; Serra, Xavier",https://quod.lib.umich.edu/i/icmc/bbp2372.1987.042/1
1987,"Computer Printing, Storage, and Transfer of Musical Scores","Assayag, Gerard; Timis, Dan",https://quod.lib.umich.edu/i/icmc/bbp2372.1987.043/1
1987,ORPHEUS: A Music Notation Program,"Cook, Diane Joyce",https://quod.lib.umich.edu/i/icmc/bbp2372.1987.044/1
1987,Data Structures in the Note Processor,"Dydo, J. Stephen",https://quod.lib.umich.edu/i/icmc/bbp2372.1987.045/1
1987,Towards an Extensible Data Structure for the Representation of Music on Computers,"Free, John",https://quod.lib.umich.edu/i/icmc/bbp2372.1987.046/1
1987,Issues in the Design of a Music Notation Systems,"Hamel, Keith A.",https://quod.lib.umich.edu/i/icmc/bbp2372.1987.047/1
1987,High Quality Music Notation: Interactive Editing and Input by Piano Keyboard,"Müller, Giovanni; Giulietti, Raffaello",https://quod.lib.umich.edu/i/icmc/bbp2372.1987.048/1
1987,Personal-Computer Microworlds for Learning About Signals and Sound,"Dolson, Mark; Singer, Abe; Rivas, David",https://quod.lib.umich.edu/i/icmc/bbp2372.1987.049/1
1987,PRECOMP/GT -- A Graphic Tool for Learning Topics in Computer-Assisted Composition,"Kufrin, Richard",https://quod.lib.umich.edu/i/icmc/bbp2372.1987.050/1
1987,Design of an Intelligent Tutoring System in Harmony,"Sorisio, Linda",https://quod.lib.umich.edu/i/icmc/bbp2372.1987.051/1
1987,Computer Music and Human Engineering: The Making of Labyrinth,"Keane, David",https://quod.lib.umich.edu/i/icmc/bbp2372.1987.052/1
1988,Instrumental Gestures and Musical Composition,"Cadoz, Claude",https://quod.lib.umich.edu/i/icmc/bbp2372.1988.001/1
1988,The Oculus Ranae,"Collinge, D.J.; Parkinson, S.M.",https://quod.lib.umich.edu/i/icmc/bbp2372.1988.002/1
1988,A Database Environment for Musician-Machine Interaction Experimentation,"Eaglestone, Barry M.",https://quod.lib.umich.edu/i/icmc/bbp2372.1988.003/1
1988,Instrumental Gesture Modeling by Identification with Time-varying Mechanical Models,"Gibet, Sylvie; Florens, Jean-Loup",https://quod.lib.umich.edu/i/icmc/bbp2372.1988.004/1
1988,Man-Machine Interaction,"Goebel, Johannes",https://quod.lib.umich.edu/i/icmc/bbp2372.1988.005/1
1988,The VideoHarp,"Rubine, Dean; McAvinney, Paul",https://quod.lib.umich.edu/i/icmc/bbp2372.1988.006/1
1988,A Music-Workstation Based on Multiple Hierarchical Views of Music,"Balaban, Mira",https://quod.lib.umich.edu/i/icmc/bbp2372.1988.007/1
1988,A Multi-Workstation Environment for Joint Computer Music/Computer Graphics Production,"Czeiszperger, Michael",https://quod.lib.umich.edu/i/icmc/bbp2372.1988.008/1
1988,Dynamic Patches: Implementation and Control in the SUN-Mercury Workstation,"Rodet, Xavier; Eckel, Gerhard",https://quod.lib.umich.edu/i/icmc/bbp2372.1988.009/1
1988,A Real Time Synthesis Unit,"Raczinski, Jean-Michael; Marino, Gerard",https://quod.lib.umich.edu/i/icmc/bbp2372.1988.010/1
1988,Linguistics and Music Composition: Logical Structures,"Bain, Reginald",https://quod.lib.umich.edu/i/icmc/bbp2372.1988.011/1
1988,ESQUISSE: A Compositional Environment,"Baisnée, Pierre-François; Barrière, Jean-Baptsite; Dalbavie, Marc-André; Duthen, Jacques; Lindberg, Magnus; Potard, Yves; Saariaho, Kaija",https://quod.lib.umich.edu/i/icmc/bbp2372.1988.012/1
1988,Key-Music: An Expert System Environment for Music Composition,"Camurri, A.; Giacomini, M.; Ponassi, A.; Zaccaria, R.",https://quod.lib.umich.edu/i/icmc/bbp2372.1988.013/1
1988,The CAMP Music Configuration Database,"Free, John; Vytas, Paul",https://quod.lib.umich.edu/i/icmc/bbp2372.1988.014/1
1988,Composing With Performer Objects,"Greenberg, Gary",https://quod.lib.umich.edu/i/icmc/bbp2372.1988.015/1
1988,Music Learning - Compositional Thinking,"Greenberg, Gary",https://quod.lib.umich.edu/i/icmc/bbp2372.1988.016/1
1988,The Sound of Mathematics,"Streitberg, Bernd; Balzer, Klaus",https://quod.lib.umich.edu/i/icmc/bbp2372.1988.017/1
1988,What's in a Note?,"Böcker, Heinz-Dieter; Mahling, Andreas",https://quod.lib.umich.edu/i/icmc/bbp2372.1988.018/1
1988,Toward a Theory of Formal Musical Languages,"Chemillier, Marc; Timis, Dan",https://quod.lib.umich.edu/i/icmc/bbp2372.1988.019/1
1988,TTrees: An Active Data Structure for Computer Music,"Diener, Glendon",https://quod.lib.umich.edu/i/icmc/bbp2372.1988.020/1
1988,A Model of the Process of Listening to Simple Rhythms,"Rosenthal, David",https://quod.lib.umich.edu/i/icmc/bbp2372.1988.021/1
1988,An Algorithm for Recognition of Chords,"Tanguiane, Andranick S.",https://quod.lib.umich.edu/i/icmc/bbp2372.1988.022/1
1988,Connection Machine Tracking of Polyphonic Audio,"Vercoe, Barry; Cumming, David",https://quod.lib.umich.edu/i/icmc/bbp2372.1988.023/1
1988,Introducing Oscar,"Beyls, Peter",https://quod.lib.umich.edu/i/icmc/bbp2372.1988.024/1
1988,Moxie for the Atari ST,"Collinge, D.J.; Scheidt, D.J.",https://quod.lib.umich.edu/i/icmc/bbp2372.1988.025/1
1988,A Real Time Scheduler/Dispatcher,"Dannenberg, Roger B.",https://quod.lib.umich.edu/i/icmc/bbp2372.1988.026/1
1988,New Techniques for Enhanced Quality of Computer Accompaniment,"Dannenberg, Roger B.; Mukaino, Hirofumi",https://quod.lib.umich.edu/i/icmc/bbp2372.1988.027/1
1988,"The CAMP System: An approach for integration of realtime, distributed, and interactive features in a multiparadigm environment","Nieberle, Rupert C.; Rothkamm, Frank H.; Verwiebe, Marcus; Modler, Paul; Koschorreck, Stefan; Kosensky, Lutz",https://quod.lib.umich.edu/i/icmc/bbp2372.1988.028/1
1988,An Open Multiprocessing Architecture for Realtime Music Performance,"Nieberle, Rupert C.; Modler, Paul",https://quod.lib.umich.edu/i/icmc/bbp2372.1988.029/1
1988,"Dynamic Modeling of Stringed and Wind Instruments, Sound Synthesis by Physical Models","Adrien, Jean Marie; Causse, René; Ducasse, Eric",https://quod.lib.umich.edu/i/icmc/bbp2372.1988.030/1
1988,A Survey of Users' Experience with Digital Audio Synthesis,"Castine, Peter",https://quod.lib.umich.edu/i/icmc/bbp2372.1988.031/1
1988,Hierarchical Waveguide Networks,"Garnett, Guy E.; Mont-Reynaud, Bernard M.",https://quod.lib.umich.edu/i/icmc/bbp2372.1988.032/1
1988,Diphone Sound Synthesis Based on Spectral Envelopes and Harmonic/Noise Excitation Functions,"Rodet, X.; Depalle, P.; Poirot, G.",https://quod.lib.umich.edu/i/icmc/bbp2372.1988.033/1
1988,The Analysis and Resynthesis of Tones via Spectral Interpolation,"Serra, Marie-Hélène; Rubine, Dean; Dannenberg, Roger B.",https://quod.lib.umich.edu/i/icmc/bbp2372.1988.034/1
1988,Experiments in Computer Controlled Acoustic Modelling (A Step Backwards??),"Berry, R.W.",https://quod.lib.umich.edu/i/icmc/bbp2372.1988.035/1
1988,A Real-Time Acoustic Processing Card for the Mac II,"Boynton, Lee; Cumming, Dave",https://quod.lib.umich.edu/i/icmc/bbp2372.1988.036/1
1988,VOCEL: New implementations fo the FOF synthesis method,"Clarke, John Michael; Manning, Peter; Berry, Ron; Purvis, Alan",https://quod.lib.umich.edu/i/icmc/bbp2372.1988.037/1
1988,The Sound Manager: A Software Architecture for Device Independent Sound,"Lentczner, Mark; Worthington, John",https://quod.lib.umich.edu/i/icmc/bbp2372.1988.038/1
1988,Resource Allocation in an Additive Synthesis System for Audio Waveform Generation,"Marks, Miles A.",https://quod.lib.umich.edu/i/icmc/bbp2372.1988.039/1
1988,PRAESCIO-II: Amnesia Toward Dynamic Tapeless Performance,"Pennycook, Bruce W.",https://quod.lib.umich.edu/i/icmc/bbp2372.1988.040/1
1988,Sound Structure in Message,"Roads, Curtis",https://quod.lib.umich.edu/i/icmc/bbp2372.1988.041/1
1988,Rapd Event Deployment in a MIDI Environment,"Waschka II, Rodney; Ferreira, Tózé",https://quod.lib.umich.edu/i/icmc/bbp2372.1988.042/1
1988,SONATE: An analysis/synthesis system of musical sounds based on perceptual data,"Chaigne, A.; Troxler, F.",https://quod.lib.umich.edu/i/icmc/bbp2372.1988.043/1
1988,The Development of Context Sensitivity in the Midiforth Computer Music System,"Degazio, Bruno",https://quod.lib.umich.edu/i/icmc/bbp2372.1988.044/1
1988,An Interactive System for Musical Improvisation,"Giomi, Francesco; Ligabue, Marco",https://quod.lib.umich.edu/i/icmc/bbp2372.1988.045/1
1988,The Patcher,"Puckette, Miller",https://quod.lib.umich.edu/i/icmc/bbp2372.1988.046/1
1988,Icon Notation for Electroacoustic and Computer Music,"Shimony, Uri; Markel, Shlomo; Tal, Josef",https://quod.lib.umich.edu/i/icmc/bbp2372.1988.047/1
1989,The Interactive Arts System: Introduction to a Real Time Performance Tool,"Allik, Kristi; Mulder, Robert",https://quod.lib.umich.edu/i/icmc/bbp2372.1989.001/1
1989,A Computer System for Learning Analytic Listening,"Ashley, Richard",https://quod.lib.umich.edu/i/icmc/bbp2372.1989.002/1
1989,Computer-Based Learning: Models and Lessons for Computer Music Systems,"Ashley, Richard",https://quod.lib.umich.edu/i/icmc/bbp2372.1989.003/1
1989,The Articially Intelligent Computer Performer on the Macintosh II and a Pattern Matching Algorithm for Real-time Interactive Performance,"Baird, Bridget",https://quod.lib.umich.edu/i/icmc/bbp2372.1989.004/1
1989,A Digital Signal Multiprocessor and its Musical Application,"Barrière, Jean-Baptsite; Baisnée, Pierre-François; Freed, Adrian; Baudot, Marie-Dominique",https://quod.lib.umich.edu/i/icmc/bbp2372.1989.005/1
1989,The Computer Music Project at the University of Illinois at Urbana-Champaign: 1989,"Beauchamp, James",https://quod.lib.umich.edu/i/icmc/bbp2372.1989.006/1
1989,Studio Report: Tempo Reale,"Bernardini, Nicola; Otto, Peter",https://quod.lib.umich.edu/i/icmc/bbp2372.1989.007/1
1989,TRAILS: An Interactive System for Sound Location,"Bernardini, Nicola; Otto, Peter",https://quod.lib.umich.edu/i/icmc/bbp2372.1989.008/1
1989,The Musical Universe of Cellular Automata,"Beyls, Peter",https://quod.lib.umich.edu/i/icmc/bbp2372.1989.009/1
1989,The Radio Drum as a Synthesizer Controller,"Boie, Bob",https://quod.lib.umich.edu/i/icmc/bbp2372.1989.010/1
1989,A Modular Approach to Excitator-Resonator Interaction in Physical Models Synthesis,"Borin, G.; De Poli, G.; Sarti, A.",https://quod.lib.umich.edu/i/icmc/bbp2372.1989.011/1
1989,Granular Resynthesis and Transformation of Sounds through Wavelet Transform Analysis,"Boyer, Frédéric; Kronland-Martinet, Richard",https://quod.lib.umich.edu/i/icmc/bbp2372.1989.012/1
1989,Cellular Automation as a Means of High Level Compositional Control of Granular Synthesis,"Bowcott, Peter",https://quod.lib.umich.edu/i/icmc/bbp2372.1989.013/1
1989,A Transputer-based Additive Synthesis Implementation,"Bowler, Ian; Manning, Peter; Purvis, Alan; Bailey, Nick",https://quod.lib.umich.edu/i/icmc/bbp2372.1989.014/1
1989,The Banff Centre Media Arts Program: Studio Report and Artistic Retrospective,"Centruy, Michael",https://quod.lib.umich.edu/i/icmc/bbp2372.1989.015/1
1989,Performance with Electronics: Gesture Interfaces and Software Toolkit,"Chabot, Xavier",https://quod.lib.umich.edu/i/icmc/bbp2372.1989.016/1
1989,Synthesis fo the Singing Voice Using a Physically Parameterized Model of the Human Vocal Tract,"Cook, Perry",https://quod.lib.umich.edu/i/icmc/bbp2372.1989.017/1
1989,Music Representation Issues: A Position Paper,"Dannenberg, Roger",https://quod.lib.umich.edu/i/icmc/bbp2372.1989.018/1
1989,Fugue: Composition and Sound Synthesis with Lazy Evaluation and Behavioral Abstraction,"Dannenberg, Roger; Fraley, Christopher Lee",https://quod.lib.umich.edu/i/icmc/bbp2372.1989.019/1
1989,A Connectionist Quantizer,"Desain, Peter; Honing, Henkjan; de Rijk, Klaus",https://quod.lib.umich.edu/i/icmc/bbp2372.1989.020/1
1989,Nutation: Structural Organization Versus Graphical Generality in a Common Music Notation Program,"Diener, Glendon R.",https://quod.lib.umich.edu/i/icmc/bbp2372.1989.021/1
1989,Studio Report for the Center for Computer Music at Brooklyn College,"Dodge, Charles; Bahn, Curtis",https://quod.lib.umich.edu/i/icmc/bbp2372.1989.022/1
1989,Spinning the sounds in real-time,"Dutilleux, Pierre",https://quod.lib.umich.edu/i/icmc/bbp2372.1989.023/1
1989,Position Paper for Music Representation Panel,"Dyer, Lounette M.",https://quod.lib.umich.edu/i/icmc/bbp2372.1989.024/1
1989,Contour: A Real-time Midi System Based on Gestural Input,"Wigenfeldt, Arne",https://quod.lib.umich.edu/i/icmc/bbp2372.1989.025/1
1989,Enhancing Scientific Animations with Sonic Maps,"Evans, Brian",https://quod.lib.umich.edu/i/icmc/bbp2372.1989.026/1
1989,New Media for Musicological Research and Education - The Country Blues in HyperMedia,"Freed, Adrian",https://quod.lib.umich.edu/i/icmc/bbp2372.1989.027/1
1989,Issues in the Design of an Optical Music Recognition System,"Fujinaga, Ichiro; Alphonce, Bo; Pennycook, Bruce",https://quod.lib.umich.edu/i/icmc/bbp2372.1989.028/1
1989,Meta-Issues in Music Representation: Notes of a Panel Discussion,"Garnett, Guy E.",https://quod.lib.umich.edu/i/icmc/bbp2372.1989.029/1
1989,A Shortest-path Algorithm for Musical Harmony,"Harrison, Malcolm C.; Haig, Suzanne; Horowitz, Gershon",https://quod.lib.umich.edu/i/icmc/bbp2372.1989.030/1
1989,Music Server,"Hirata, Kenji; Aoyagi, Tatsuya",https://quod.lib.umich.edu/i/icmc/bbp2372.1989.031/1
1989,Frequency Scheduling: Realtime Scheduling in Multiprocessing Systems,"Holm, Frode",https://quod.lib.umich.edu/i/icmc/bbp2372.1989.032/1
1989,Characterizing Musical Textures,"Huron, David",https://quod.lib.umich.edu/i/icmc/bbp2372.1989.033/1
1989,Overview of the NeXT Music Kit,"Jaffe, David A.",https://quod.lib.umich.edu/i/icmc/bbp2372.1989.034/1
1989,An Approach to an Artificial Music Expert,"Katayose, H.; Kato, H.; Imai, M.; Inokuchi, S.",https://quod.lib.umich.edu/i/icmc/bbp2372.1989.035/1
1989,Music Interpreter in the Kansei Music System,"Katayose, H.; Takami, K.; Fukuoka, T.; Inokuchi, S.",https://quod.lib.umich.edu/i/icmc/bbp2372.1989.036/1
1989,The MIDI Baton,"Keane, David; Gross, Peter",https://quod.lib.umich.edu/i/icmc/bbp2372.1989.037/1
1989,The Hybrid: A Music Performance System,"Kramer, Gregory; Moog, Robert; Peevers, Alan",https://quod.lib.umich.edu/i/icmc/bbp2372.1989.038/1
1989,Recent Developments at The Center for Computer Music Composition,"Kuchera-Morin, JoAnn; Timis, Dan",https://quod.lib.umich.edu/i/icmc/bbp2372.1989.039/1
1989,Six Techniques for Algorithmic Music Composition (Extend Abstract),"Langston, Peter S.",https://quod.lib.umich.edu/i/icmc/bbp2372.1989.040/1
1989,The use of Prony's Method for the Analysis of Musical Sounds. Application to Percussive Sounds,"Laroche, Jean; Rodet, Xavier",https://quod.lib.umich.edu/i/icmc/bbp2372.1989.041/1
1989,Patchwork: a Graphic Language in preFORM,"Laurson, Mikael; Duthen, Jacques",https://quod.lib.umich.edu/i/icmc/bbp2372.1989.042/1
1989,A Real Time Computer Music Synthesis System Based on the Motorola 56001,"Lent, Keith; Silsbee, Peter",https://quod.lib.umich.edu/i/icmc/bbp2372.1989.043/1
1989,Algorithms for Music Composition by Neural Nets: Improved CBR Paradigms,"Lewis, J.P.",https://quod.lib.umich.edu/i/icmc/bbp2372.1989.044/1
1989,Experiments with a Gestural Controller,"Logemann, George W.",https://quod.lib.umich.edu/i/icmc/bbp2372.1989.045/1
1989,Hyperinstruments: Musically Intelligent and Interactive Performance and Creativity Systems,"Machover, Tod; Chung, Joe",https://quod.lib.umich.edu/i/icmc/bbp2372.1989.046/1
1989,An Integrated Music Information Processing System: PSB-er,"Matsushima, Toshiaki; Ohteru, Sadamu; Hashimoto, Shuji",https://quod.lib.umich.edu/i/icmc/bbp2372.1989.047/1
1989,Real-time Acoustic Analysis of Polyphonic Music,"McGee, W. F.; Merkley, P",https://quod.lib.umich.edu/i/icmc/bbp2372.1989.048/1
1989,"Denodulated Vector (DVQ), and Real time Music Synthesis via DVQ Codebooks","Medovich, Mark J,",https://quod.lib.umich.edu/i/icmc/bbp2372.1989.049/1
1989,Computer Music System Which Follows a Human Conductor,"Morita, H.; Ohteru, S.; Hashimoto, S.",https://quod.lib.umich.edu/i/icmc/bbp2372.1989.050/1
1989,"Hardware, Software, and Compositional Tools for a Real Time Improvised Solo Trumpet Work","Morrill, Dexter; Cook, Perry R.",https://quod.lib.umich.edu/i/icmc/bbp2372.1989.051/1
1989,Musical Paste and Geometric Image Modelling,"Naranjo, Michael; Duc, Irène",https://quod.lib.umich.edu/i/icmc/bbp2372.1989.052/1
1989,Algorithmic Approaches to Interactive Composition,"Nelson, Gary Lee",https://quod.lib.umich.edu/i/icmc/bbp2372.1989.053/1
1989,"The Computer and Electronic Music Studio at the CDMC, Madrid","Núñez, Adolfo",https://quod.lib.umich.edu/i/icmc/bbp2372.1989.054/1
1989,DMIX: An Environment for Composition,"Oppenheim, Daniel V.",https://quod.lib.umich.edu/i/icmc/bbp2372.1989.055/1
1989,Midi Share,"Orlarey, Yann; Lequay, Hervé",https://quod.lib.umich.edu/i/icmc/bbp2372.1989.056/1
1989,Computer Applications in Music at McGill University,"Pennycook, Bruce",https://quod.lib.umich.edu/i/icmc/bbp2372.1989.057/1
1989,The Accelerando Project,"Pinkston, Russell F.",https://quod.lib.umich.edu/i/icmc/bbp2372.1989.058/1
1989,Considerations in the Design of a Music Representation Language,"Pope, Stephen Travis",https://quod.lib.umich.edu/i/icmc/bbp2372.1989.059/1
1989,Modeling Musical Structures as EventGenerators,"Pope, Stephen Travis",https://quod.lib.umich.edu/i/icmc/bbp2372.1989.060/1
1989,VLSI for a Physical Model of Musical Instruments Oscillations,"Rivas, David; Watkins, Steve; Chau, Paul M.",https://quod.lib.umich.edu/i/icmc/bbp2372.1989.061/1
