Year,Title,Authors,Link
1993,The Development of an Automatic Drum Playing Device,"Sekiguchi, Koichi; Amemiya, Ryoji; Kubota, Hiroshi; Yamane, Masami",https://quod.lib.umich.edu/i/icmc/bbp2372.1993.105/1
1993,The Development of an Automatic Bagpipe Playing Device,"Ohta, Hiroshisa; Akita, Hiroshi; Ohtami, Motomu; Ishikado, Satoshi; Yamane, Masami",https://quod.lib.umich.edu/i/icmc/bbp2372.1993.106/1
1993,On the Mechanism of ’Hypersonic Effect’,"Oohashi, Tsutomu; Nishina, Emi; Fuwamoto, Yoshitaka; Kawai, Norie",https://quod.lib.umich.edu/i/icmc/bbp2372.1993.107/1
1993,"Listening Simulations: Concepts, Design and an Application to Virtual Reality","Handelman, Eliot",https://quod.lib.umich.edu/i/icmc/bbp2372.1993.108/1
1993,A Knowledge Based System for Recognition and Transcription of XVIth Century Guitar Tablatures,"Derrien-Péden, D.",https://quod.lib.umich.edu/i/icmc/bbp2372.1993.109/1
1993,An Implementation of a 3D Binaural Audio System within an Integrated Virtual Reality Environment,"Bidlack, Rick; Blaszczak, Dorota; Kendall, Gary",https://quod.lib.umich.edu/i/icmc/bbp2372.1993.110/1
1993,The IRCAM Signal Processign Workstation and IRCAM Max User Groups: Future Developments and Platforms,"Lippe, Cort; Puckette, Miller; Settel, Zack; Puig, Vincent",https://quod.lib.umich.edu/i/icmc/bbp2372.1993.111/1
1993,Granular Synthesis with Cmix and MAX,"Helmuth, Mara",https://quod.lib.umich.edu/i/icmc/bbp2372.1993.112/1
1993,The MAX Timeline Object,"Zicarelli, David; Lee, Michael",https://quod.lib.umich.edu/i/icmc/bbp2372.1993.113/1
1993,SeeMusic: A Tool for Music Visualization,"Mont-Reynaud, Bernard",https://quod.lib.umich.edu/i/icmc/bbp2372.1993.114/1
1993,"Demonstration of Concerto Accompanist, a Program for the Macintosh Computer","Weinstock, Frank",https://quod.lib.umich.edu/i/icmc/bbp2372.1993.115/1
1993,Real Time Sound Processing and Synthesis on Multiple DSPs Using the Music Kit and the Ariel Quint Processor,"Jaffe, David A.; Smith, Julius O.",https://quod.lib.umich.edu/i/icmc/bbp2372.1993.116/1
1993,Slappability: A New Metaphor for Human Computer Interaction,"Oppenheim, Daniel V.",https://quod.lib.umich.edu/i/icmc/bbp2372.1993.117/1
1993,The ’Blues-o-Matic’ Real-time Interactive Performance Model,"Garton, Brad; Horowitz, Damon",https://quod.lib.umich.edu/i/icmc/bbp2372.1993.118/1
1994,Panel: Touched by Machine? Composition and Performance in the Digital Age,—,https://quod.lib.umich.edu/i/icmc/bbp2372.1994.001/1
1994,Is There Life After MIDI?,"Puckette, Miller",https://quod.lib.umich.edu/i/icmc/bbp2372.1994.002/1
1994,MPI Revisited: Aga Matter for Piano and Tape,"Tipei, Sever",https://quod.lib.umich.edu/i/icmc/bbp2372.1994.003/1
1994,Temporal-Gestalt Segmentation - Extensions for Compound Monophonic and Simple Polyphonic Musical Contexts: Appl. to Works,"Boulez, ; Cage, ; Xenakis, ; Ligeti,",https://quod.lib.umich.edu/i/icmc/bbp2372.1994.004/1
1994,"Physical Models for Music and Animated Image: The Use of CORDIS-ANIMA in ""ESQUISSES""; a Music Film by ACROE","Cadoz, Claude; Lucianni, Annie; Florens, Jean-Loup",https://quod.lib.umich.edu/i/icmc/bbp2372.1994.005/1
1994,The Computer Music World View: Sketch of an Ethnomusicalogical and Aesthetic Approach,"Chambers, Evan K.",https://quod.lib.umich.edu/i/icmc/bbp2372.1994.006/1
1994,The Extended Environment,"Young, John",https://quod.lib.umich.edu/i/icmc/bbp2372.1994.007/1
1994,"Novelty, Progress and Research Method in Computer Music Composition","Pressing, Jeff",https://quod.lib.umich.edu/i/icmc/bbp2372.1994.008/1
1994,'Local/field': towards a typology of live electroacoustic music,"Emmerson, Simon",https://quod.lib.umich.edu/i/icmc/bbp2372.1994.009/1
1994,Modelling the Influence of Pitch Duration on the Induction of Tonality from Pitch-Use,"Griffith, Niall",https://quod.lib.umich.edu/i/icmc/bbp2372.1994.010/1
1994,Computer-Assisted Training of Timbre Perception Skills,"Quesnel, René",https://quod.lib.umich.edu/i/icmc/bbp2372.1994.011/1
1994,Timbre Characterization with Mel-Cepstrum and Neural Nets,"Cosi, Piero; De Poli, Giovanni; Prandoni, Paolo",https://quod.lib.umich.edu/i/icmc/bbp2372.1994.012/1
1994,Loudness of musical sounds in a reverberant environment,"Chomyszyn, Jan",https://quod.lib.umich.edu/i/icmc/bbp2372.1994.013/1
1994,A Visual Model for Embedded Chroma Spaces: Theory and Software Applications,"Moreno, Enrique",https://quod.lib.umich.edu/i/icmc/bbp2372.1994.014/1
1994,Kant: a Critique of Pure Quantification,"Agon, Carlos; Assayag, Gérard; Fineberg, Joshua; Rueda, Camilo",https://quod.lib.umich.edu/i/icmc/bbp2372.1994.015/1
1994,Pattern Processing in Music,"Rowe, Robert; Li, Tang-Chun",https://quod.lib.umich.edu/i/icmc/bbp2372.1994.016/1
1994,Automating Ensemble Performance,"Grubb, Lorin; Dannenberg, Roger B.",https://quod.lib.umich.edu/i/icmc/bbp2372.1994.017/1
1994,Adaptive Karaoke System: Human Singing Accompaniment Based on Speech Recognition,"Inoue, Wataru; Hashimoto, Shuji; Ohteru, Sadamu",https://quod.lib.umich.edu/i/icmc/bbp2372.1994.018/1
1994,Foot-tapping: a brief intoduction to beat induction,"Desain, Peter; Honing, Henkjan",https://quod.lib.umich.edu/i/icmc/bbp2372.1994.019/1
1994,Rulebased models of initial beat induction and an analysis of their behavior,"Desain, Peter; Honing, Henkjan",https://quod.lib.umich.edu/i/icmc/bbp2372.1994.020/1
1994,A Model of Beat Induction Accounting for Perceptual Ambiguity by Continuously Variable Parameters,"Parncutt, Richard",https://quod.lib.umich.edu/i/icmc/bbp2372.1994.021/1
1994,Rhythm Tracking Using Multiple Hypotheses,"Rosenthal, David; Goto, Masataka; Muraoka, Yoichi",https://quod.lib.umich.edu/i/icmc/bbp2372.1994.022/1
1994,An Auditory-Motor Model of Beat Induction,"Todd, Neil P. McAngus; Lee, Chris",https://quod.lib.umich.edu/i/icmc/bbp2372.1994.023/1
1994,The Resonant Dynamics of Beat Tracking and Meter Pereception,"Large, Edward W.",https://quod.lib.umich.edu/i/icmc/bbp2372.1994.024/1
1994,"Advanced issues in beat induction modeling: syncopation, tempo and timing","Desain, Peter; Honing, Henkjan",https://quod.lib.umich.edu/i/icmc/bbp2372.1994.025/1
1994,Learning Expression at Multiple Structural Levels,"Widmer, Gerhard",https://quod.lib.umich.edu/i/icmc/bbp2372.1994.026/1
1994,The RUBATO Performance Workstation on NeXTSTEP,"Mazzola, Guerino; Zahorka, Oliver",https://quod.lib.umich.edu/i/icmc/bbp2372.1994.027/1
1994,Neural Networks vs. Rules System: Evaluation of Test of Automatic Performance,"Bresin, Roberto; de Poli, Giovanni; U Battel, Giovanni; Vidolin, Alvise",https://quod.lib.umich.edu/i/icmc/bbp2372.1994.028/1
1994,Evaluations of Artificial-Neural-Network Types for the Determination of Pitch,"Taylor, Ian; Greenhough, Mike",https://quod.lib.umich.edu/i/icmc/bbp2372.1994.029/1
1994,Melonet: Neural Networks that Learn Harmony-Based Melodic Variations,"Feulner, Johannes; Hörnel, Dominik",https://quod.lib.umich.edu/i/icmc/bbp2372.1994.030/1
1994,The Detection of Rhythmic Repetition Using a Self-Organising Neural Network,"Roberts, Simon; Greenhough, Mike",https://quod.lib.umich.edu/i/icmc/bbp2372.1994.031/1
1994,A Rhythm Perception Model by Neural Rhythm Generators,"Ohya, Ken-ichi",https://quod.lib.umich.edu/i/icmc/bbp2372.1994.032/1
1994,GenJam: A Genetic Algorithm for Generating Jazz Solos,"Biles, John",https://quod.lib.umich.edu/i/icmc/bbp2372.1994.033/1
1994,Genetic Algorithms as a Method for Granular Synthesis Regulation,"Fujinaga, Ichiro; Vantomme, Jason",https://quod.lib.umich.edu/i/icmc/bbp2372.1994.034/1
1994,Generating Rhythms with Genetic Algorithms,"Horowitz, Damon",https://quod.lib.umich.edu/i/icmc/bbp2372.1994.035/1
1994,Toward a new model of performance,"Chen, Mon-chu",https://quod.lib.umich.edu/i/icmc/bbp2372.1994.036/1
1994,A Meta Trumpet(er),"Impett, Jonathan",https://quod.lib.umich.edu/i/icmc/bbp2372.1994.037/1
1994,Adaptive Timbre Control System Using Gesture,"Hartono, Pitoyo; Asano, Kazumi; Inoue, Wataru; Hashimoko, Shuji",https://quod.lib.umich.edu/i/icmc/bbp2372.1994.038/1
1994,An evaluation of input devices for use in the ISEE human-synthesizer interface,"Vetegaal, Roed; Eaglestone, Barry",https://quod.lib.umich.edu/i/icmc/bbp2372.1994.039/1
1994,The aXi0 MIDI Controler,"Cariou, Brad",https://quod.lib.umich.edu/i/icmc/bbp2372.1994.040/1
1994,The Virtual Piano Action: Design and Implementation,"Gillespie, Brent",https://quod.lib.umich.edu/i/icmc/bbp2372.1994.041/1
1994,The use of active tactile and force feedback in timbre controlling electronic instruments,"Bongers, Bert",https://quod.lib.umich.edu/i/icmc/bbp2372.1994.042/1
1994,Live Performance and Virtuosic Pitch-blend Technique for the Synthesizer,"Favilla, Stuart",https://quod.lib.umich.edu/i/icmc/bbp2372.1994.043/1
1994,The LDR Controller,"Favilla, Stuart",https://quod.lib.umich.edu/i/icmc/bbp2372.1994.044/1
1994,The MIDI Time Clip: A Performer/Machine Synchronization System for Life Performance,"Pennycook, Bruce; Stammen, Dale",https://quod.lib.umich.edu/i/icmc/bbp2372.1994.045/1
1994,Using HyperInstruments for the Redistribution of the Performance Control Interface,"Anderson, Tim; Hearn, Debbie",https://quod.lib.umich.edu/i/icmc/bbp2372.1994.046/1
1994,Dynamic Intonation for Keyboard Instruments,"Munck-Fairwood, Roger",https://quod.lib.umich.edu/i/icmc/bbp2372.1994.047/1
1994,Motographicon: a system for computer choreography,"Rajka, Peter; Ungvary, Tamas",https://quod.lib.umich.edu/i/icmc/bbp2372.1994.048/1
1994,Nuntius: a transmedial communication system for computer music and computer choreography,"Ungvary, Tamas",https://quod.lib.umich.edu/i/icmc/bbp2372.1994.049/1
1994,"A Virtual Piano Concerto - Coupling of the Mathews/Boie Radio Drum and the Yamaha Disklavier Grand Piano in the ""The Seven Wonders of the Ancience World""","Jaffe, David A.; Schloss, Andrew",https://quod.lib.umich.edu/i/icmc/bbp2372.1994.050/1
1994,Demonstration of Gesture Sensors for the Shakuhachi,"Katayose, Haruhiro; Kanamori, Tsutomu; Shimura, Satoshi; Inokuchi, Seiji",https://quod.lib.umich.edu/i/icmc/bbp2372.1994.051/1
1994,The SoundLab: a wearable computer music instrument,"Curtin, Steve",https://quod.lib.umich.edu/i/icmc/bbp2372.1994.052/1
1994,Formal Processes of Timbre Composition Challenging the Dualistic Paradigm of Computer Music,"Di Scipio, Agostino",https://quod.lib.umich.edu/i/icmc/bbp2372.1994.053/1
1994,Algorithms Adapted from Chaos Theory: Compositional Consideration,"Harley, James",https://quod.lib.umich.edu/i/icmc/bbp2372.1994.054/1
1994,The Morpho Concepts: Trends in a Software for Acousmatic Music Composition,"Teruggi, Daniel",https://quod.lib.umich.edu/i/icmc/bbp2372.1994.055/1
1994,A Common Lisp Interface for Dynamic Patching with the IRCAM Signal Processing Workstation,"Hummel, Thomas",https://quod.lib.umich.edu/i/icmc/bbp2372.1994.056/1
1994,Design and Implementation of an object-oriented Media Composition Framework,"Ackermann, Philipp",https://quod.lib.umich.edu/i/icmc/bbp2372.1994.057/1
1994,The Communal Groove Machine,"Wolman, Amnon; Becker, Canton",https://quod.lib.umich.edu/i/icmc/bbp2372.1994.058/1
1994,"The IRCAM ""Real-Time Platform"" - Evolutions and Perspectives","Dechelle, Francois; De Cecco, Maurizio; Puckette, Miller; Zicarelli, David",https://quod.lib.umich.edu/i/icmc/bbp2372.1994.059/1
1994,MARS Application Using APPLI20 Development Tools: A Case Study,"Armani, Fabio; Paladin, Andrea; Rosati, Claudio",https://quod.lib.umich.edu/i/icmc/bbp2372.1994.060/1
1994,The MARS Station: Algorithm Design and Real Time Performance,"Maggi, Enzo; Armani, Fabio",https://quod.lib.umich.edu/i/icmc/bbp2372.1994.061/1
1994,"MacMusic, the MUSIC N Environment for Macintosh: Algorithmic Synthesis and Composition Made Easy","Perez, Isidoro",https://quod.lib.umich.edu/i/icmc/bbp2372.1994.062/1
1994,The Musical Object Development Environment: MODE (Ten years of music software in Smalltalk),"Pope, Stephen Travis",https://quod.lib.umich.edu/i/icmc/bbp2372.1994.063/1
1994,Lambda Calculus and Music Calculi,"Orlarey, Yann; Fober, Dominique; Lezt, Stéphane; Bilton, Mark",https://quod.lib.umich.edu/i/icmc/bbp2372.1994.064/1
1994,Abstract Time Warping of Compound Events and Signals,"Dannenberg, Roger B.",https://quod.lib.umich.edu/i/icmc/bbp2372.1994.065/1
1994,"Blending ""Traditional"" off-line Algorithmic Textual Input with Realtime Interaction and Graphics","Oppenheim, Daniel",https://quod.lib.umich.edu/i/icmc/bbp2372.1994.066/1
1994,Musically Salient Control Abstractions for Sound Synthesis,"Eckel, Gerhard; Gonzales-Arroyo, Ramon",https://quod.lib.umich.edu/i/icmc/bbp2372.1994.067/1
1994,Music Space: A Metaphor for Music Representation and Music Generation,"Zannos, Ioannis",https://quod.lib.umich.edu/i/icmc/bbp2372.1994.068/1
1994,Complex Musical Pattern Description in Common Music,"Taube, Heinrich",https://quod.lib.umich.edu/i/icmc/bbp2372.1994.069/1
1994,Soundmodels: A language for description of sound and sonic structures based on a taxonomy,"Lundén, Peter",https://quod.lib.umich.edu/i/icmc/bbp2372.1994.070/1
1994,A Graphical Environment for Electroacoustic Music Composition,"Rossiter, David; Howard, David M.",https://quod.lib.umich.edu/i/icmc/bbp2372.1994.071/1
1994,A graphical user interface for MIDI Signal Generation and sound synthesis,"Horry, Youichi",https://quod.lib.umich.edu/i/icmc/bbp2372.1994.072/1
1994,The Audio Browser - An Audio Database Navigation Tool in a Virtual Environment,"Whitehead, John F.",https://quod.lib.umich.edu/i/icmc/bbp2372.1994.073/1
1994,A Modular Construction Set for Time-Domain Editors,"Feiten, Bernhard; Spitzer, Markus",https://quod.lib.umich.edu/i/icmc/bbp2372.1994.074/1
1994,The Design of a Pen-based Music Notation System,"Garnett, Guy; Leroy, Annick; Müller, Giovanni",https://quod.lib.umich.edu/i/icmc/bbp2372.1994.075/1
1994,Optical Music Recognition - progress report,"Wolman, Amnon; Yaeger, Tad",https://quod.lib.umich.edu/i/icmc/bbp2372.1994.076/1
1994,A Fuzzy Syntactic Approach to Recognising Hand-written Music,"Watkins, Greg",https://quod.lib.umich.edu/i/icmc/bbp2372.1994.077/1
1994,NoteAbility: A Music Notation System that Combines Musical Intelligence with Graphical Flexibility,"Hamel, Keith",https://quod.lib.umich.edu/i/icmc/bbp2372.1994.078/1
1994,DSP Based Reliable Pitch-to-MIDI Converter by Harmonic Matching,"Casajús-Quiros, Francisco J.; Fernandez-Cid, Pablo",https://quod.lib.umich.edu/i/icmc/bbp2372.1994.079/1
1994,Blind Decomposition of Concurrent Sounds,"Ueda, Mamoru; Hashimoto, Shuji",https://quod.lib.umich.edu/i/icmc/bbp2372.1994.080/1
1994,The Effects of Multi-Channel Signal Decorrelation in Audio Reproduction,"Kendall, Gary",https://quod.lib.umich.edu/i/icmc/bbp2372.1994.081/1
1994,Geometic Sound Transformations,"Monro, Gordon; Drummond, Jon",https://quod.lib.umich.edu/i/icmc/bbp2372.1994.082/1
1994,Timbre Morphing Using the Lemur Representation,"Holloway, Bryan; Tellman, Edwin; Haken, Lippold",https://quod.lib.umich.edu/i/icmc/bbp2372.1994.083/1
1994,Analysis/Synthesis of Sound Using a Time-Varying Linear Model,"Therrien, Charles W.; Cristi, Roberto; Kjono,",https://quod.lib.umich.edu/i/icmc/bbp2372.1994.084/1
1994,Efficient Fourier Synthesis of Nonstationary Sinusoids,"Goodwin, Michael; Rodet, Xavier",https://quod.lib.umich.edu/i/icmc/bbp2372.1994.085/1
1994,Granulation and Time-Shifting of Sampled Sounds in Real-Time with a QUAD DSP Audio Computer System,"Bartoo, Timothy; Murphy, David; Ovans, Russell; Truax, Barry",https://quod.lib.umich.edu/i/icmc/bbp2372.1994.086/1
1994,Realtime Musical Applications using FFT based Resynthesis,"Settel, Zack; Lippe, Cort",https://quod.lib.umich.edu/i/icmc/bbp2372.1994.087/1
1994,A Method of Denoising and Reconstructing Audio Signals,"Berger, Jonathan; Goldberg, M.; Coifman, R.",https://quod.lib.umich.edu/i/icmc/bbp2372.1994.088/1
1994,Sound hybridization based on a deterministic plus stochastic decomposition model,"Serra, Xavier",https://quod.lib.umich.edu/i/icmc/bbp2372.1994.089/1
1994,Using Wavelet Based Analysis and Resynthesis to Uncover the Past,"Berger, Jonathan; Nichols, Charles",https://quod.lib.umich.edu/i/icmc/bbp2372.1994.090/1
1994,A real time singing voice analysis/synthesis system,"Pabon, Peter",https://quod.lib.umich.edu/i/icmc/bbp2372.1994.091/1
1994,A Virtual Castrato (!?),"Depalle, Philippe; Garcia, G.; Rodet, Xavier",https://quod.lib.umich.edu/i/icmc/bbp2372.1994.092/1
1994,Real-time Spectrum/cepstrum games,"Pabon, Peter",https://quod.lib.umich.edu/i/icmc/bbp2372.1994.093/1
1994,Real-Time Additive Synthesis Controlled by a Mixture of Neural-Networks and Direct Manipulation of Physical and Perceptual Attributes,"Freed, Adrian; Goldstein, Mark; Goodwin, Michael; Lee, Michael; McMiller, Keith; Rodet, Xavier; Wesse;, David; Wright, Matthew",https://quod.lib.umich.edu/i/icmc/bbp2372.1994.094/1
1994,A Multirate Optimisation for Real-time Additive synthesis,"Phillips, Desmond; Purvis, Allan; Johnson, Simon",https://quod.lib.umich.edu/i/icmc/bbp2372.1994.095/1
1994,"Neural Networks for Musical Tones Compression, Control and Synthesis","Bresin, Roberto; Vedovetto, Alessandro",https://quod.lib.umich.edu/i/icmc/bbp2372.1994.096/1
1994,Control of Frequency and Decay in Oscillating Filters using Multirate Techniques,"Holm, Frode",https://quod.lib.umich.edu/i/icmc/bbp2372.1994.097/1
1994,Connections between Feedback Delay Networks and Waveguide Networks for Digital Reverberation,"Smith, Julius O.; Rochesso, Davide",https://quod.lib.umich.edu/i/icmc/bbp2372.1994.098/1
1994,Circulant Feedback Delay Networks for Sound Synthesis and Processing,"Rochesso, Davide; Smith, Julius O.",https://quod.lib.umich.edu/i/icmc/bbp2372.1994.099/1
1994,Real-time Synthesis on a Multi-processor Network,"Itagaki, Takebumi; Purvis, Allan; Manning, Peter D.",https://quod.lib.umich.edu/i/icmc/bbp2372.1994.100/1
1994,Stability/Instability of Periodic Solutions and Chaos in Physical Modles of Musical Instruments,"Rodet, Xavier",https://quod.lib.umich.edu/i/icmc/bbp2372.1994.101/1
1994,Dynamically Configurable Feedback/Delay Networks: A Virtual Instrument Composition Model,"Hamman, Michael",https://quod.lib.umich.edu/i/icmc/bbp2372.1994.102/1
1994,Organizing the parameter space of physical models with sounds feature maps,"Feiten, Bernhard; Behles, Gerhard",https://quod.lib.umich.edu/i/icmc/bbp2372.1994.103/1
1994,Intelligent Synthesis Control with Applications to a Physical Model of Acoustic Guitar,"Jánosy, Zoltán; Karjalainen, Matti; Välimäki,",https://quod.lib.umich.edu/i/icmc/bbp2372.1994.104/1
1994,A Simplified Approach to Modeling Dispersion Caused by Stiffness in Strings and Plates,"Van Duyne, Scott A.; Smith III, Julius O.",https://quod.lib.umich.edu/i/icmc/bbp2372.1994.105/1
1994,Traveling Wave Implementation of a Lossless Mode-coupling Filter and the Wave Digital Hammer,"Van Duyne, Scott A.; Pierce, John R.; Smith III, Julius O.",https://quod.lib.umich.edu/i/icmc/bbp2372.1994.106/1
1994,On the Use of Schrodinger's Equation in the Analytic Determination of Horn Reflectance,"Berners, David",https://quod.lib.umich.edu/i/icmc/bbp2372.1994.107/1
1994,Digital Waveguide Modeling of Wind Instrument Bores constructed of Truncated Cones,"Välimäki, Vesa; Karjalainen, Matti",https://quod.lib.umich.edu/i/icmc/bbp2372.1994.108/1
1994,Synthesis of Trumpet Tones Using a Fixed Wavetable and a Centroid-Controlled Second Order Filter,"Horner, Andrew; Beauchamp, James",https://quod.lib.umich.edu/i/icmc/bbp2372.1994.109/1
1994,Combined Linear and Nonlinear Periodic Prediction in Calibrating Models of Musical Instruments to Recordings,"Scavone, Gary; Cook, Perry R.",https://quod.lib.umich.edu/i/icmc/bbp2372.1994.110/1
1994,The Rebirth of Computer Music by Analog Signal Processing,"Freed, Adrian",https://quod.lib.umich.edu/i/icmc/bbp2372.1994.111/1
1994,A New Network and Communications Protocol for Electronic Musical Devices,"Wessel, David; McMillen, Keith; Wright, Matthew; Simon, David",https://quod.lib.umich.edu/i/icmc/bbp2372.1994.112/1
1994,Real-time MIDI data flow on Ethernet and the software architecture of MidiShare,"Fober, Dominique",https://quod.lib.umich.edu/i/icmc/bbp2372.1994.113/1
1994,MIDI and Audio via ISDN,"Nielsen, Ole; Danmark, Tele",https://quod.lib.umich.edu/i/icmc/bbp2372.1994.114/1
1994,Virtual Instruments in Virtual ooms - A Real-Time Binaural Room Simulation Environment for Physical Models of Musical Instruments,"Huopaniemi, Jyri; Karjalainen, Matti; Välimäki, Vesa; Huotilainen, Tommi",https://quod.lib.umich.edu/i/icmc/bbp2372.1994.115/1
1994,Simulation of Room Acoustics with a 3-D Finite Difference Mesh,"Savioja, Lauri; Takala, Tapio; Rinne,",https://quod.lib.umich.edu/i/icmc/bbp2372.1994.116/1
1994,sndSpace: A Graphical 3-D Stereo Software Tool,"Starks, Gavin R.; Linton, Ken",https://quod.lib.umich.edu/i/icmc/bbp2372.1994.117/1
1994,Model based interactive sound for an immersive virtual environment,"Bargar, Robin; Choi, Insook; Das, Sumit; Goudeseune, Camille",https://quod.lib.umich.edu/i/icmc/bbp2372.1994.118/1
1994,Sound Spatializations in Real Time By First-Reflection Simulation,"Rocchesso, Davide; Ballan, Oscar; Mozzoni, Luca",https://quod.lib.umich.edu/i/icmc/bbp2372.1994.119/1
1994,Sound Utilities 2.0: A Software System for Creating Virtual Acoustic Spaces,"Stammen, Dale; Soulodre, Gilbert",https://quod.lib.umich.edu/i/icmc/bbp2372.1994.120/1
1994,A Dynamic Spatial Sound Movement Toolkit,"Lezcano, Fernando López",https://quod.lib.umich.edu/i/icmc/bbp2372.1994.121/1
1994,PITCH: the Percussion Instruments' Tinbral Classification Hierarchy,"Bell, Robert",https://quod.lib.umich.edu/i/icmc/bbp2372.1994.122/1
1994,Voice Source and Acoustic Output Qualities for Singing Synthesis,"Rossiter, David; Howard, David M.",https://quod.lib.umich.edu/i/icmc/bbp2372.1994.123/1
1994,"Analysis of ""Touch Effect"" on the Transient of Pipe Organs with Mechanical Transmission","Bazzanella, Laura; Debiasi, Giovanni B.",https://quod.lib.umich.edu/i/icmc/bbp2372.1994.124/1
1994,Instruction of Computer Music for Computer Engineering Students and Professionals,"Camurri, Antonio; de Poli, Giovanni; Dannenberg, Roger; Smith, Julius O.",https://quod.lib.umich.edu/i/icmc/bbp2372.1994.125/1
1994,Center for Computer Research in Music and Acoustics (CCRMA),"Lezcano, Fernando López",https://quod.lib.umich.edu/i/icmc/bbp2372.1994.127/1
1994,Integrated Arts Technology: New Facilities at the University of Michigan,"Chambers, Evan",https://quod.lib.umich.edu/i/icmc/bbp2372.1994.128/1
1994,The Theremin Center for Electro-Acoustic Music,"Smirnov, Andre",https://quod.lib.umich.edu/i/icmc/bbp2372.1994.129/1
1994,Computer Music at Texas A & M University,"Helmuth, Mara",https://quod.lib.umich.edu/i/icmc/bbp2372.1994.130/1
1994,University College Bretton Hall - Studio Report,"Landy, Leigh; de Paor, Paschall",https://quod.lib.umich.edu/i/icmc/bbp2372.1994.131/1
1994,Computer Music Project of the University of Illinois Experimental Music Studios,"Tipei, Sever; Beauchamp, James",https://quod.lib.umich.edu/i/icmc/bbp2372.1994.132/1
1994,The IBM Computer Music Centre: Studio Report,"Jameson, David",https://quod.lib.umich.edu/i/icmc/bbp2372.1994.133/1
1994,University of Helsinki Electronic Music Studio,"Lassfolk, Kai; Tiits, Kalev",https://quod.lib.umich.edu/i/icmc/bbp2372.1994.134/1
1994,"The Making of an All-Digital Facility for Artistic Production and Research under the Label ""avantgarde""","Goebel, Johannes",https://quod.lib.umich.edu/i/icmc/bbp2372.1994.135/1
1994,IRIS Studio Report,"Di Giugno, Giuseppe",https://quod.lib.umich.edu/i/icmc/bbp2372.1994.136/1
1994,Author Index,—,https://quod.lib.umich.edu/i/icmc/bbp2372.1994.137/1
1994,Subject Index,—,https://quod.lib.umich.edu/i/icmc/bbp2372.1994.138/1
1995,Sound in Context: Soundscape Research and Composition at Simon Fraser University,"Truax, Barry",https://quod.lib.umich.edu/i/icmc/bbp2372.1995.001/1
1995,Towards an Electroacoustic Tradition,"Cipriani, Alessandro",https://quod.lib.umich.edu/i/icmc/bbp2372.1995.002/1
1995,For an Intelligent Use of Computers in Music Composition,"Tipei, Sever",https://quod.lib.umich.edu/i/icmc/bbp2372.1995.003/1
1995,A Survey of Gender Issues Related to Computer Music and Strategies for Change,"Simoni, Mary",https://quod.lib.umich.edu/i/icmc/bbp2372.1995.004/1
1995,The Algorithmic Muse: New Listening Paradigms and the Harmonies of Chaos,"Jones, Kevin",https://quod.lib.umich.edu/i/icmc/bbp2372.1995.005/1
1995,CCRMA Studio Report,"Lopez-Lezcano, Fernando",https://quod.lib.umich.edu/i/icmc/bbp2372.1995.006/1
1995,The International Digital Electroacoustic Music Archive,"Bauman, Marcia L.; Gerwin, Thomas",https://quod.lib.umich.edu/i/icmc/bbp2372.1995.007/1
1995,The Institute of Electroacoustics and Experimental Music at the Vienna University of Music,"Ungvary, Tamas; Mechtler, Peter",https://quod.lib.umich.edu/i/icmc/bbp2372.1995.008/1
1995,"The Electro-acoustic Music Studio at the Royal Academy of Music, Copenhagen","Frounberg, Ivar",https://quod.lib.umich.edu/i/icmc/bbp2372.1995.009/1
1995,Computer Music Studios at Michigan State University,"Sullivan, Mark",https://quod.lib.umich.edu/i/icmc/bbp2372.1995.010/1
1995,Computer Music at the University of Bradford,"Katrami, Anna I.; Comerford, Peter J.; Eaglestone, Barry M.",https://quod.lib.umich.edu/i/icmc/bbp2372.1995.011/1
1995,Audio Game Interactive Performance,"Matheus, Silvia; Keller, Tom",https://quod.lib.umich.edu/i/icmc/bbp2372.1995.012/1
1995,A Physical Model of Recorder-Like Instruments,"Verge, M. P.; Caussé, R.; Hischberg, A.",https://quod.lib.umich.edu/i/icmc/bbp2372.1995.013/1
1995,Experiments with Chaotic Oscillators,"Dobson, Richard; Fitch, John",https://quod.lib.umich.edu/i/icmc/bbp2372.1995.014/1
1995,Chaotic Predictive Modelling of Sound,"Mackenzie, J. P.",https://quod.lib.umich.edu/i/icmc/bbp2372.1995.015/1
1995,Adding Vortex Noise to Wind Instrument Physical Models,"Chafe, Chris",https://quod.lib.umich.edu/i/icmc/bbp2372.1995.016/1
1995,"SynthBuilder Demonstration - A Graphical Real-Time Synthesis, Processing and Performance System","Porcaro, Nick; Scandalis, Pat; Smith, Julius; Jaffe, David; Stilson, Tim",https://quod.lib.umich.edu/i/icmc/bbp2372.1995.017/1
1995,The FCurve Sound Generator with Granular Synthesis,"Helmuth, Mara; Ibrahim, Aladin",https://quod.lib.umich.edu/i/icmc/bbp2372.1995.018/1
1995,"Toward Modular, Portable, Real-Time Software","Dannenberg, Roger B.; Rubine, Dean",https://quod.lib.umich.edu/i/icmc/bbp2372.1995.019/1
1995,Visual Programming in Music,"Assayag, Gérard",https://quod.lib.umich.edu/i/icmc/bbp2372.1995.020/1
1995,The IRCAM Real-Time Platform and Applications,"Déchelle, François; de Cecco, Maurizio",https://quod.lib.umich.edu/i/icmc/bbp2372.1995.021/1
